City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
232,Tsogni,GA,-2.7942,10.0988,75.88,85,99,8.08,overcast clouds
233,Pacific Grove,US,36.6177,-121.9166,74.34,78,33,10.0,scattered clouds
234,Irbil,IQ,36.1926,44.0106,73.83,24,98,3.42,overcast clouds
235,Charlestown,AU,-32.95,151.6667,57.11,98,59,5.88,moderate rain
236,Kruisfontein,ZA,-34.0033,24.7314,52.88,86,3,5.08,clear sky
237,Sur,OM,22.5667,59.5289,90.05,51,1,13.44,clear sky
238,Svetlogorsk,BY,52.6333,29.7333,48.06,90,28,12.62,scattered clouds
239,Leningradskiy,RU,69.3833,178.4167,33.06,97,98,10.04,overcast clouds
240,Chicama,PE,-7.8447,-79.1469,73.49,64,22,8.32,few clouds
241,San Ramon,US,37.7799,-121.978,87.94,25,0,16.11,clear sky
242,Torbay,CA,47.6666,-52.7314,59.29,63,43,9.1,scattered clouds
243,Khandbari,NP,27.3747,87.2039,67.86,70,55,1.9,broken clouds
244,Porto Walter,BR,-8.2686,-72.7439,82.44,64,69,2.19,broken clouds
245,Mantua,IT,45.1667,10.7833,78.04,72,8,1.99,clear sky
246,Nautla,MX,20.2167,-96.7833,90.73,53,5,13.67,clear sky
247,Coahuayana,MX,18.7333,-103.6833,87.39,54,1,9.04,clear sky
248,Sisimiut,GL,66.9395,-53.6735,38.53,67,100,2.37,overcast clouds
249,Iqaluit,CA,63.7506,-68.5145,31.73,80,100,28.77,light snow
250,Innisfail,AU,-17.5333,146.0333,72.23,88,83,7.72,broken clouds
251,Prattville,US,32.464,-86.4597,95.09,47,0,4.61,clear sky
252,Lompoc,US,34.6391,-120.4579,76.78,60,4,8.01,clear sky
253,Vardo,NO,70.3705,31.1107,37.38,87,75,21.85,broken clouds
254,Luangwa,ZM,-15.6167,30.4167,69.6,77,10,1.1,clear sky
255,Lecce,IT,40.2167,18.1667,63.86,54,3,6.33,clear sky
256,Bilgoraj,PL,50.5411,22.722,57.65,68,57,13.13,broken clouds
257,Taoudenni,ML,22.6783,-3.9836,95.9,7,2,13.18,clear sky
258,Havre-Saint-Pierre,CA,50.2334,-63.5986,47.01,93,100,4.25,overcast clouds
259,Morondava,MG,-20.2833,44.2833,73.29,78,1,7.63,clear sky
260,Kihei,US,20.785,-156.4656,82.85,75,33,1.12,scattered clouds
261,Slave Lake,CA,55.2834,-114.769,53.13,30,86,5.82,overcast clouds
262,General Roca,AR,-39.0333,-67.5833,62.62,25,45,8.1,scattered clouds
263,Berberati,CF,4.2612,15.7922,68.79,95,53,1.43,light rain
264,San Patricio,US,28.017,-97.5169,96.17,55,8,19.51,clear sky
265,Coihaique,CL,-45.5752,-72.0662,38.93,99,100,2.17,moderate rain
266,Bairiki,KI,1.3292,172.9752,80.04,81,33,11.99,light rain
267,San Carlos,VE,9.6612,-68.5827,94.48,31,1,5.66,clear sky
268,Iquitos,PE,-3.7481,-73.2472,79.25,78,100,2.3,overcast clouds
269,Ormstown,CA,45.1334,-73.9992,86.25,75,58,15.19,broken clouds
270,Anito,PH,12.4497,125.2886,76.73,92,99,6.22,overcast clouds
271,Sakakah,SA,29.9697,40.2064,80.96,15,0,10.33,clear sky
272,Kilindoni,TZ,-7.9139,39.6668,79.57,76,32,10.78,scattered clouds
273,Margate,GB,51.3813,1.3862,56.7,73,81,1.99,broken clouds
274,Komsomolskiy,UZ,40.4272,71.7189,66.92,68,75,6.91,broken clouds
275,Lata,PT,40.1629,-8.3327,59.88,93,30,0.92,scattered clouds
276,Chunskiy,RU,56.0815,99.6342,52.14,82,100,3.42,overcast clouds
277,Upington,ZA,-28.4478,21.2561,54.27,68,0,10.27,clear sky
278,Fortuna,US,40.5982,-124.1573,65.86,68,0,17.27,clear sky
279,Arlit,NE,18.7369,7.3853,90.41,16,99,4.32,overcast clouds
280,North Las Vegas,US,36.1989,-115.1175,83.79,10,1,5.37,clear sky
281,Kavaratti,IN,10.5669,72.642,83.34,79,96,17.43,overcast clouds
282,Avera,US,33.194,-82.5271,83.71,36,100,10.56,overcast clouds
283,Pangnirtung,CA,66.1451,-65.7125,35.78,83,100,12.91,overcast clouds
284,Forst,DE,51.7333,14.6333,57.56,83,78,8.88,broken clouds
285,Rognedino,RU,53.8015,33.5576,45.0,98,100,7.96,light rain
286,Cedar City,US,37.6775,-113.0619,64.4,14,0,0.0,clear sky
287,Brigantine,US,39.4101,-74.3646,94.19,60,0,9.22,clear sky
288,Houston,US,29.7633,-95.3633,99.05,63,75,17.27,haze
289,Paracatu,BR,-17.2222,-46.8747,62.92,39,15,3.42,few clouds
290,Kayes,ML,14.0,-11.0,98.44,11,12,5.61,few clouds
291,Pudozh,RU,61.8099,36.5345,32.0,71,4,4.76,clear sky
292,Baglan,AF,36.1307,68.7083,73.49,37,23,3.91,few clouds
293,Sioux Lookout,CA,50.1001,-91.917,43.48,60,100,8.9,overcast clouds
294,Lorengau,PG,-2.0226,147.2712,81.52,81,100,9.55,overcast clouds
295,San-Pedro,CI,4.7485,-6.6363,76.37,89,100,9.04,light rain
296,Tooele,US,40.5308,-112.2983,64.33,27,0,5.75,clear sky
297,Tiznit,MA,29.5833,-9.5,66.54,73,3,3.04,clear sky
298,San Quintin,MX,30.4833,-115.95,65.05,58,0,11.1,clear sky
299,Omboue,GA,-1.5746,9.2618,76.46,88,100,9.24,overcast clouds
300,Alanya,TR,36.5438,31.9998,64.53,48,3,5.06,clear sky
301,Gorontalo,ID,0.5412,123.0595,75.43,95,100,0.92,overcast clouds
302,Ust-Kuyga,RU,70.0167,135.6,30.25,92,35,2.86,scattered clouds
303,Camana,PE,-16.6228,-72.7111,66.76,81,98,8.32,overcast clouds
304,Bentiu,SS,9.2333,29.8333,76.26,82,100,8.66,light rain
305,Port Hawkesbury,CA,45.6169,-61.3485,63.91,45,21,5.01,few clouds
306,Klaksvik,FO,62.2266,-6.589,47.32,84,100,14.41,overcast clouds
307,Bacolod,PH,10.6667,122.95,78.31,85,42,5.28,scattered clouds
308,Zhezkazgan,KZ,47.8043,67.7144,51.82,55,100,19.08,overcast clouds
309,Morehead,US,37.2711,-87.1764,86.99,57,75,14.97,broken clouds
310,Rabat,MA,33.9911,-6.8401,68.07,88,75,5.75,broken clouds
311,Malindi,KE,-3.2175,40.1191,79.61,81,83,14.65,broken clouds
312,Kyshtovka,RU,56.555,76.6271,60.22,56,100,10.78,overcast clouds
313,Caraballeda,VE,10.6112,-66.8522,91.87,50,50,10.63,scattered clouds
314,Bandarbeyla,SO,9.4942,50.8122,79.9,87,100,19.57,overcast clouds
315,Quelimane,MZ,-17.8786,36.8883,73.24,92,10,6.78,clear sky
316,High Level,CA,58.5169,-117.136,63.37,16,52,6.24,broken clouds
317,Kandrian,PG,-6.2167,149.55,77.5,88,86,2.37,overcast clouds
318,Muko,JP,34.9654,135.7041,62.02,88,83,0.4,broken clouds
319,Matli,PK,25.0431,68.6557,82.72,76,0,21.74,clear sky
320,Madang,PG,-5.2246,145.7966,76.84,89,96,2.98,overcast clouds
321,Westport,US,41.1415,-73.3579,95.43,67,0,6.91,clear sky
322,Verkhoyansk,RU,67.5447,133.385,41.61,73,100,3.27,overcast clouds
323,Belmonte,BR,-15.8631,-38.8828,73.69,62,12,9.91,few clouds
324,La Libertad,EC,-2.2333,-80.9,74.1,83,93,12.3,overcast clouds
325,Chulman,RU,56.8479,124.9104,35.37,93,98,2.48,overcast clouds
326,Colinas,BR,-6.0258,-44.2492,73.36,94,94,0.78,overcast clouds
327,Grand Gaube,MU,-20.0064,57.6608,71.38,78,0,3.0,clear sky
328,Pathein,MM,16.7833,94.7333,80.67,88,100,10.09,overcast clouds
329,Plouzane,FR,48.3833,-4.6167,57.25,72,0,9.22,clear sky
330,Bambous Virieux,MU,-20.3428,57.7575,71.22,67,4,11.9,clear sky
331,Plainview,US,40.7765,-73.4673,94.98,61,0,8.05,clear sky
332,Grindavik,IS,63.8424,-22.4338,48.67,76,20,21.85,few clouds
333,Resavica,RS,44.0408,21.5816,60.73,84,76,3.53,broken clouds
334,San Carlos De Bariloche,AR,-41.1456,-71.3082,49.75,66,40,25.32,moderate rain
335,Usta Muhammad,PK,28.1794,68.0445,94.55,4,0,8.14,clear sky
336,Qiongshan,CN,20.0058,110.3542,75.94,95,100,9.53,light rain
337,Byron Bay,AU,-28.65,153.6167,59.7,85,100,11.54,light rain
338,Filingue,NE,14.3521,3.3168,91.89,29,46,6.8,scattered clouds
339,San Cristobal,VE,7.7669,-72.225,78.98,47,66,6.91,broken clouds
340,Hofn,IS,64.2539,-15.2082,48.88,83,100,9.42,overcast clouds
341,Kigorobya,UG,1.6162,31.3089,66.29,90,99,4.59,overcast clouds
342,Muisne,EC,0.6,-80.0333,80.1,82,77,6.58,broken clouds
343,Aswan,EG,24.0934,32.907,81.3,20,1,20.31,clear sky
344,Aasiaat,GL,68.7098,-52.8699,34.5,80,100,0.81,overcast clouds
345,Vizinga,RU,61.0749,50.1031,31.26,97,100,7.47,light snow
346,Rio Grande,BR,-32.035,-52.0986,58.95,66,100,2.46,overcast clouds
347,Mahajanga,MG,-15.7167,46.3167,73.42,73,20,5.75,few clouds
348,Katherine,AU,-14.4667,132.2667,66.52,59,36,5.75,scattered clouds
349,Parabel,RU,58.6978,81.4825,46.47,83,74,7.96,broken clouds
350,Mount Isa,AU,-20.7333,139.5,56.97,82,35,3.44,scattered clouds
351,Nargana,PA,9.4428,-78.5906,82.71,75,56,3.51,broken clouds
352,Milkovo,RU,54.7167,158.6167,40.93,92,100,0.74,overcast clouds
353,Nahrin,AF,36.0649,69.1334,66.29,41,10,3.83,clear sky
354,Kavieng,PG,-2.5744,150.7967,82.56,71,94,11.16,overcast clouds
355,Homer,US,59.6425,-151.5483,60.67,30,0,11.5,clear sky
356,Gladstone,AU,-23.85,151.25,66.13,77,86,8.05,overcast clouds
357,Hovd,MN,48.0056,91.6419,56.3,30,16,1.5,few clouds
358,Shingu,JP,33.7333,135.9833,61.48,89,71,2.84,broken clouds
359,Shimoda,JP,34.6667,138.95,61.72,85,100,8.48,overcast clouds
360,Mekhe,SN,15.1097,-16.6218,70.88,85,100,12.06,overcast clouds
361,Fonte Boa,BR,-2.4959,-66.2662,76.41,91,84,2.44,broken clouds
362,Santa Cruz,BO,-17.8,-63.1667,76.46,53,40,13.8,scattered clouds
363,Acari,PE,-15.4311,-74.6158,72.72,67,99,8.68,overcast clouds
364,Castanos,MX,26.7833,-101.4167,104.34,10,0,0.0,clear sky
365,Athlone,IE,53.4333,-7.95,54.5,83,100,8.9,overcast clouds
366,Elliot,ZA,-31.3333,27.85,44.94,98,100,3.47,overcast clouds
367,Itarema,BR,-2.9248,-39.9167,78.26,83,2,8.99,clear sky
368,Conneaut,US,41.9476,-80.5542,81.14,79,100,7.45,overcast clouds
369,Garden City,US,42.3256,-83.331,75.15,59,20,9.22,few clouds
370,Prince Rupert,CA,54.3161,-130.3201,60.76,48,1,5.23,clear sky
371,Peleduy,RU,59.6289,112.7406,47.82,81,100,1.25,overcast clouds
372,Victoria,HK,22.2855,114.1577,77.38,89,100,17.0,overcast clouds
373,Mansoa,GW,12.0733,-15.3189,78.85,67,100,10.11,overcast clouds
374,Isla Mujeres,MX,21.2311,-86.731,87.85,78,99,21.92,overcast clouds
375,Asau,RO,46.4333,26.4,67.12,91,4,2.98,clear sky
376,Masallatah,LY,32.6167,14.0,63.79,47,0,6.55,clear sky
377,Langham,CA,52.3668,-106.9679,57.02,33,100,9.08,overcast clouds
378,Guadalupe Y Calvo,MX,26.1,-106.9667,75.88,9,0,10.92,clear sky
379,Panama City,PA,8.9936,-79.5197,87.17,70,40,9.22,scattered clouds
380,Ust-Maya,RU,60.4167,134.5333,39.85,70,8,4.56,clear sky
381,Severo-Kurilsk,RU,50.6789,156.125,42.8,94,97,3.56,overcast clouds
382,Melfi,IT,40.9965,15.6514,62.49,87,6,7.0,clear sky
383,Bhongir,IN,17.5108,78.8889,82.29,55,99,22.39,overcast clouds
384,Sibolga,ID,1.7427,98.7792,76.66,90,100,2.26,overcast clouds
385,Matamba,TZ,-8.9833,33.9667,53.94,87,86,4.61,overcast clouds
386,Takoradi,GH,4.8845,-1.7554,76.48,91,100,9.33,heavy intensity rain
387,Krasnogorodsk,RU,56.8357,28.2822,44.4,93,99,6.44,overcast clouds
388,Tiarei,PF,-17.5333,-149.3333,84.22,75,17,11.81,few clouds
389,The Valley,AI,18.217,-63.0578,84.81,68,58,13.47,broken clouds
390,Tilichiki,RU,60.4667,166.1,35.98,86,100,2.82,overcast clouds
391,San Luis,AR,-33.295,-66.3356,62.98,28,0,6.85,clear sky
392,Biu,NG,10.6129,12.1946,84.81,38,71,5.14,broken clouds
393,Tual,ID,-5.6667,132.75,82.36,76,57,17.34,broken clouds
394,Norrtalje,SE,59.758,18.705,48.38,60,100,4.92,overcast clouds
395,Ancud,CL,-41.8697,-73.8203,54.48,84,100,26.89,moderate rain
396,Port Arthur,CN,38.8,121.2667,75.42,71,7,11.56,clear sky
397,Suoyarvi,RU,62.0833,32.35,34.93,72,6,5.91,clear sky
398,Baymak,RU,52.5933,58.3225,33.82,90,99,5.86,overcast clouds
399,Port Hardy,CA,50.6996,-127.4199,54.86,61,2,3.53,clear sky
400,Dickinson,US,29.4608,-95.0513,92.05,77,75,13.8,broken clouds
401,Makakilo City,US,21.3469,-158.0858,82.15,71,40,14.97,scattered clouds
402,Tawang,IN,27.5833,91.8667,48.7,91,99,1.36,overcast clouds
403,Tuatapere,NZ,-46.1333,167.6833,47.91,89,99,12.77,light rain
404,Candido De Abreu,BR,-24.5669,-51.3333,54.34,68,33,1.16,scattered clouds
405,Nisia Floresta,BR,-6.0911,-35.2086,81.41,83,5,7.67,clear sky
406,Mangan,IN,27.5167,88.5333,68.49,71,58,4.21,broken clouds
407,Susaki,JP,33.3667,133.2833,59.18,83,0,4.45,clear sky
408,Jiazi,CN,22.8779,116.067,72.45,89,100,13.11,overcast clouds
409,Lincoln,US,40.8,-96.667,62.01,45,20,20.71,few clouds
410,Alta Floresta,BR,-9.8756,-56.0861,74.8,69,0,1.92,clear sky
411,Borovoy,RU,55.4333,86.0833,58.28,62,0,4.47,clear sky
412,Lamu,KE,-2.2717,40.902,80.82,84,100,12.95,overcast clouds
413,Mbengwi,CM,6.0167,10.0,64.08,94,100,3.56,overcast clouds
414,Iskateley,RU,67.6803,53.1512,27.25,84,96,13.73,overcast clouds
415,Kedrovyy,RU,56.1667,91.8167,48.87,59,62,2.13,broken clouds
416,Ratnagiri,IN,16.9833,73.3,81.79,83,28,4.27,scattered clouds
417,Codrington,AU,-38.2667,141.9667,43.43,93,6,7.31,clear sky
418,De Aar,ZA,-30.6497,24.0123,47.88,82,8,13.49,clear sky
419,Raudeberg,NO,61.9875,5.1352,49.87,84,99,15.99,overcast clouds
420,Rimouski,CA,48.4488,-68.524,59.86,92,97,14.45,overcast clouds
421,Gutersloh,DE,51.9,8.3833,55.96,87,54,4.63,broken clouds
422,Bang Khla,TH,13.7214,101.2081,82.98,90,100,6.11,overcast clouds
423,Sishui,CN,35.6489,117.2758,65.95,49,26,2.73,scattered clouds
424,Moscow,RU,55.7522,37.6156,48.72,63,70,9.66,broken clouds
425,Rudnaya Pristan,RU,44.3614,135.8116,52.57,93,91,1.36,overcast clouds
426,Wonthaggi,AU,-38.6044,145.5913,44.82,90,2,4.47,clear sky
427,Tigil,RU,57.8,158.6667,43.63,84,100,5.84,overcast clouds
428,Monte Alegre,BR,-2.0078,-54.0692,77.85,87,20,2.37,few clouds
429,Fairbanks,US,64.8378,-147.7164,74.01,30,40,3.0,scattered clouds
430,Katangli,RU,51.7102,143.2326,36.19,99,100,6.15,overcast clouds
431,Ketchikan,US,55.3422,-131.6461,66.67,34,0,11.5,clear sky
432,Thung Song,TH,8.1645,99.6804,75.04,94,100,3.49,overcast clouds
433,Ahipara,NZ,-35.1667,173.1667,61.18,76,100,12.5,overcast clouds
434,Selma,US,36.5708,-119.6121,86.22,21,1,6.2,clear sky
435,Jiaojiang,CN,28.6803,121.4428,66.0,93,100,1.7,overcast clouds
436,Alyangula,AU,-13.8483,136.4192,77.77,72,3,11.01,clear sky
437,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,39.79,93,75,2.24,light rain
438,Hirara,JP,24.8,125.2833,75.06,79,74,14.65,light rain
439,Nowy Dwor Mazowiecki,PL,52.4302,20.7165,56.25,90,0,14.97,clear sky
440,Sembakung,ID,3.8167,117.25,72.95,100,100,1.83,moderate rain
441,Krasnoselkup,RU,65.7,82.4667,43.32,80,47,8.14,scattered clouds
442,Bonthe,SL,7.5264,-12.505,76.68,88,92,7.81,overcast clouds
443,Touros,BR,-5.1989,-35.4608,79.25,79,16,11.74,few clouds
444,Batsfjord,NO,70.6345,29.7185,39.13,87,100,2.3,light rain
445,Maniitsoq,GL,65.4167,-52.9,37.18,74,96,17.16,overcast clouds
446,Buenos Aires,AR,-34.6132,-58.3772,66.9,62,0,1.86,clear sky
447,Bereda,ES,43.2686,-7.5406,64.0,72,100,1.88,overcast clouds
448,Saint-Louis,SN,16.3333,-15.0,82.42,35,83,18.3,broken clouds
449,Lokosovo,RU,61.1333,74.8167,41.68,83,89,10.22,overcast clouds
450,Silver City,US,32.7701,-108.2803,81.91,12,0,14.0,clear sky
451,Tairua,NZ,-37.0167,175.85,60.58,64,47,11.36,scattered clouds
452,Springbok,ZA,-29.6643,17.8865,45.79,62,6,4.29,clear sky
453,Hopkinton,US,41.4612,-71.7776,90.5,76,0,6.91,clear sky
454,Kondopoga,RU,62.2057,34.2614,33.58,68,10,6.04,clear sky
455,Lasa,IT,46.6166,10.7002,64.36,69,83,5.41,broken clouds
456,Ossora,RU,59.2353,163.0719,35.73,99,100,2.33,overcast clouds
457,Grudziadz,PL,53.4841,18.7537,54.0,76,34,12.17,scattered clouds
458,Lehliu,RO,44.4667,26.8167,66.7,70,60,6.38,broken clouds
459,Brawley,US,32.9787,-115.5303,88.05,30,0,4.61,clear sky
460,Te Anau,NZ,-45.4167,167.7167,44.56,91,92,5.1,overcast clouds
461,Horodnytsya,UA,50.807,27.3168,52.92,71,18,14.32,few clouds
