City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
284,Bari Sadri,IN,2022-05-12 01:10:35,24.4167,74.4667,86.68,23,97,4.05
285,Strathmore,CA,2022-05-12 01:10:20,51.0501,-113.3852,54.95,33,97,4.0
286,Bodden Town,KY,2022-05-12 01:10:36,19.2833,-81.25,80.6,66,20,6.91
287,Broome,US,2022-05-12 01:10:36,42.2506,-75.833,63.68,43,0,1.01
288,Araouane,ML,2022-05-12 01:10:37,18.9048,-3.5265,86.09,7,0,9.19
289,Japura,ID,2022-05-12 01:10:38,-0.3167,102.35,78.67,89,99,1.97
290,Goderich,CA,2022-05-12 01:10:38,43.7501,-81.7165,57.33,71,16,2.86
291,Ahuimanu,US,2022-05-12 01:10:38,21.4447,-157.8378,83.34,64,75,18.41
292,Maumere,ID,2022-05-12 01:10:39,-8.6199,122.2111,83.01,69,98,2.55
293,High Level,CA,2022-05-12 01:10:39,58.5169,-117.136,49.15,59,69,5.86
294,Jeremie,HT,2022-05-12 01:10:40,18.65,-74.1167,78.22,80,100,1.21
295,Esmeralda,CU,2022-05-12 01:10:40,21.8525,-78.1169,73.35,67,0,5.57
296,Petropavlovsk-Kamchatskiy,RU,2022-05-12 01:10:40,53.0452,158.6483,50.59,54,75,15.66
297,Sakaraha,MG,2022-05-12 01:10:41,-22.9,44.5333,58.24,80,0,2.75
298,Pangoa,PE,2022-05-12 01:10:41,-12.1167,-73.0,68.85,92,38,2.01
299,Natalinsk,RU,2022-05-12 01:10:42,56.4739,57.8698,38.1,79,0,4.83
300,Anadyr,RU,2022-05-12 01:09:09,64.75,177.4833,41.5,70,0,11.18
301,Blagodatnoye,RU,2022-05-12 01:10:42,45.3997,42.5867,47.32,80,25,11.36
302,Sao Filipe,CV,2022-05-12 01:10:43,14.8961,-24.4956,73.27,78,8,9.17
303,Bjornevatn,NO,2022-05-12 01:10:43,69.6672,29.9847,37.74,100,75,5.75
304,Verkhnevilyuysk,RU,2022-05-12 01:10:44,63.4453,120.3167,44.11,89,98,6.89
305,Nelson Bay,AU,2022-05-12 01:10:44,-32.7167,152.15,71.01,88,100,1.99
306,Champerico,GT,2022-05-12 01:10:44,14.3,-91.9167,83.95,69,71,5.19
307,Shellbrook,CA,2022-05-12 01:10:45,53.2168,-106.4011,58.05,45,52,2.28
308,Tura,IN,2022-05-12 01:10:45,25.5198,90.2201,75.49,88,74,4.63
309,Avallon,FR,2022-05-12 01:10:46,47.4833,3.9,55.58,94,47,6.42
310,Frontera,MX,2022-05-12 01:10:46,26.9333,-101.45,92.32,41,0,13.0
311,Pahrump,US,2022-05-12 01:08:36,36.2083,-115.9839,63.25,18,81,8.99
312,Berlevag,NO,2022-05-12 01:10:46,70.8578,29.0864,39.15,93,100,10.36
313,Porto Belo,BR,2022-05-12 01:10:47,-27.1578,-48.5531,66.25,85,29,7.07
314,Salinas,US,2022-05-12 01:07:16,36.6777,-121.6555,68.0,58,0,16.11
315,Touros,BR,2022-05-12 01:10:48,-5.1989,-35.4608,75.49,91,100,10.47
316,Sungaipenuh,ID,2022-05-12 01:10:48,-2.0833,101.3833,69.87,86,99,3.0
317,Deputatskiy,RU,2022-05-12 01:10:48,69.3,139.9,28.31,84,77,8.41
318,Hagere Selam,ET,2022-05-12 01:10:49,6.4833,38.5167,47.89,96,52,5.12
319,Ugoofaaru,MV,2022-05-12 01:10:49,5.6667,73.0,83.26,77,44,15.08
320,Malpe,IN,2022-05-12 01:11:50,13.35,74.7167,76.3,83,100,3.8
321,Chumikan,RU,2022-05-12 01:11:50,54.7183,135.315,33.85,92,100,20.87
322,Mitsamiouli,KM,2022-05-12 01:11:51,-11.3847,43.2844,78.78,66,22,10.85
323,Diamantino,BR,2022-05-12 01:11:51,-14.4086,-56.4461,75.65,63,100,3.29
324,Constitucion,CL,2022-05-12 01:11:51,-35.3333,-72.4167,56.25,63,100,6.91
325,Kununurra,AU,2022-05-12 01:11:52,-15.7667,128.7333,85.98,32,51,12.66
326,Khor,RU,2022-05-12 01:11:52,47.8861,134.9464,58.06,38,66,11.97
327,Choma,ZM,2022-05-12 01:11:53,-16.8065,26.9531,60.76,53,0,2.37
328,Arinos,BR,2022-05-12 01:11:53,-15.9169,-46.1056,67.71,52,70,0.72
329,Port-De-Bouc,FR,2022-05-12 01:11:54,43.4,4.9833,62.82,75,0,6.91
330,Luderitz,NA,2022-05-12 01:11:54,-26.6481,15.1594,55.71,71,0,10.69
331,Bathsheba,BB,2022-05-12 01:11:54,13.2167,-59.5167,81.21,78,75,17.27
332,Bani,DO,2022-05-12 01:11:55,18.2833,-70.3333,77.86,81,100,5.03
333,Katobu,ID,2022-05-12 01:11:55,-4.9408,122.5276,84.49,72,65,1.9
334,Chaman,PK,2022-05-12 01:11:56,30.9236,66.4512,70.65,10,0,0.74
335,Mangalia,RO,2022-05-12 01:11:56,43.8,28.5833,57.33,79,12,7.74
336,Khingansk,RU,2022-05-12 01:11:56,49.1167,131.1833,46.71,43,77,7.11
337,Dwarka,IN,2022-05-12 01:11:57,22.2394,68.9678,82.18,78,3,16.28
338,Along,IN,2022-05-12 01:11:57,28.1667,94.7667,72.07,92,100,0.29
339,Tezu,IN,2022-05-12 01:11:58,27.9167,96.1667,72.93,90,99,0.34
340,Limoeiro Do Norte,BR,2022-05-12 01:11:58,-5.1456,-38.0981,75.06,86,91,5.91
341,Liepaja,LV,2022-05-12 01:11:58,56.5419,21.0367,49.98,93,20,8.05
342,Troitsko-Pechorsk,RU,2022-05-12 01:11:59,62.7084,56.1964,48.76,85,100,3.44
343,Taoudenni,ML,2022-05-12 01:11:59,22.6783,-3.9836,90.52,10,100,17.25
344,Manchester,GB,2022-05-12 01:09:37,53.4809,-2.2374,50.54,83,75,4.61
345,Bay Roberts,CA,2022-05-12 01:12:00,47.5999,-53.2648,47.14,85,6,7.0
346,Minab,IR,2022-05-12 01:12:00,27.1467,57.0801,79.63,60,0,1.01
347,Antalaha,MG,2022-05-12 01:12:01,-14.9003,50.2788,72.37,91,6,5.19
348,Tazovskiy,RU,2022-05-12 01:12:01,67.4667,78.7,29.79,90,95,3.04
349,Kahului,US,2022-05-12 01:12:01,20.8947,-156.47,87.82,54,40,23.02
350,Bakchar,RU,2022-05-12 01:12:02,57.0186,82.0711,49.08,48,100,5.1
351,Geraldton,AU,2022-05-12 01:12:02,-28.7667,114.6,63.01,88,100,2.3
352,Cedar Falls,US,2022-05-12 01:10:09,42.5278,-92.4455,91.22,61,0,16.11
353,Storm Lake,US,2022-05-12 01:12:03,42.6411,-95.2097,88.02,40,0,23.02
354,Soe,ID,2022-05-12 01:12:03,-9.8607,124.284,78.39,55,38,1.5
355,Taltal,CL,2022-05-12 01:12:04,-25.4,-70.4833,61.29,80,34,2.62
356,Bom Jesus,BR,2022-05-12 01:12:05,-9.0744,-44.3586,77.58,55,88,2.46
357,Belchatow,PL,2022-05-12 01:12:06,51.3688,19.3567,65.05,57,8,17.25
358,Semirom,IR,2022-05-12 01:12:06,31.4167,51.5667,46.56,33,0,2.01
359,Newberry,US,2022-05-12 01:12:07,34.2746,-81.6187,70.38,72,0,5.14
360,Maraa,BR,2022-05-12 01:12:07,-1.8333,-65.3667,74.62,99,100,2.24
361,Penha,BR,2022-05-12 01:11:49,-26.7694,-48.6458,66.07,94,75,0.0
362,Akdagmadeni,TR,2022-05-12 01:12:08,39.6603,35.8836,41.5,96,100,3.09
363,Nishihara,JP,2022-05-12 01:12:09,26.1842,127.7558,80.65,95,75,16.11
364,Maningrida,AU,2022-05-12 01:12:09,-12.0667,134.2667,84.97,59,100,8.79
365,Wajima,JP,2022-05-12 01:12:10,37.4,136.9,65.68,70,98,5.55
366,Georgetown,MY,2022-05-12 01:09:12,5.4112,100.3354,84.13,84,20,3.44
367,Cap Malheureux,MU,2022-05-12 01:13:10,-19.9842,57.6142,74.46,88,13,6.67
368,Kalmunai,LK,2022-05-12 01:13:11,7.4167,81.8167,79.75,70,98,5.59
369,Salinopolis,BR,2022-05-12 01:13:11,-0.6136,-47.3561,77.67,89,38,7.47
370,Tupelo,US,2022-05-12 01:13:12,34.2576,-88.7034,80.89,69,0,0.0
371,Booue,GA,2022-05-12 01:13:13,-0.0921,11.9385,73.56,97,100,2.15
372,Santo Antonio Do Ica,BR,2022-05-12 01:13:13,-3.1022,-67.9397,74.57,98,100,2.75
373,Las Vegas,US,2022-05-12 01:12:07,36.175,-115.1372,65.43,19,20,23.02
374,Novosysoyevka,RU,2022-05-12 01:13:14,44.235,133.3642,61.2,36,12,0.83
375,Saskylakh,RU,2022-05-12 01:13:02,71.9167,114.0833,25.65,87,33,14.23
376,Leshan,CN,2022-05-12 01:09:43,29.5623,103.7639,71.82,75,100,1.41
377,Manadhoo,MV,2022-05-12 01:13:15,5.7667,73.3833,83.61,76,58,15.26
378,Pano Polemidia,CY,2022-05-12 01:13:15,34.7,33.0,63.46,72,0,5.75
379,Zhigansk,RU,2022-05-12 01:13:16,66.7697,123.3711,34.18,100,100,5.64
380,Boyolangu,ID,2022-05-12 01:13:16,-8.1181,111.8935,81.37,83,80,0.89
381,Warwick,US,2022-05-12 01:11:39,41.7001,-71.4162,58.89,83,40,17.27
382,Batagay,RU,2022-05-12 01:13:17,67.6333,134.6333,34.97,82,100,6.51
383,Marsh Harbour,BS,2022-05-12 01:13:17,26.5412,-77.0636,73.56,73,2,14.79
384,Bonnyville,CA,2022-05-12 01:10:06,54.2668,-110.735,55.83,57,100,0.58
385,La Paz Centro,NI,2022-05-12 01:13:18,12.34,-86.6753,82.72,73,91,5.28
386,Abbeville,FR,2022-05-12 01:13:18,50.1,1.8333,53.56,97,55,8.16
387,Lakes Entrance,AU,2022-05-12 01:13:19,-37.8811,147.981,58.15,93,100,5.41
388,Vila Franca Do Campo,PT,2022-05-12 01:13:19,37.7167,-25.4333,59.41,75,52,9.86
389,Cabinda,AO,2022-05-12 01:13:20,-5.55,12.2,75.63,89,100,3.04
390,Piet Retief,ZA,2022-05-12 01:13:20,-27.0071,30.8132,47.62,85,0,1.39
391,Mancio Lima,BR,2022-05-12 01:13:20,-7.6142,-72.8958,73.35,97,32,1.59
392,Gazanjyk,TM,2022-05-12 01:13:21,39.2446,55.5154,67.87,47,99,6.62
393,Gondar,ET,2022-05-12 01:13:22,12.6,37.4667,66.69,28,3,9.71
394,Derzhavinsk,KZ,2022-05-12 01:13:22,51.1,66.3167,49.64,56,0,4.18
395,Guerrero Negro,MX,2022-05-12 01:13:22,27.9769,-114.0611,62.02,64,5,25.21
396,Hofn,IS,2022-05-12 01:13:23,64.2539,-15.2082,38.75,77,100,9.22
397,Qaqortoq,GL,2022-05-12 01:13:23,60.7167,-46.0333,32.81,99,100,7.96
398,Kathu,TH,2022-05-12 01:13:24,7.9178,98.3332,84.74,83,97,15.23
399,Carupano,VE,2022-05-12 01:13:24,10.6678,-63.2585,77.36,82,37,9.8
400,Veraval,IN,2022-05-12 01:13:25,20.9,70.3667,82.27,77,80,13.65
401,Kaniama,CD,2022-05-12 01:13:25,-7.5667,24.1833,66.18,67,99,4.05
402,Boa Vista,BR,2022-05-12 01:13:25,2.8197,-60.6733,80.58,83,0,4.61
403,Colares,PT,2022-05-12 01:13:26,38.7992,-9.4469,68.45,50,100,13.6
404,Fare,PF,2022-05-12 01:13:26,-16.7,-151.0167,81.46,76,16,15.7
405,Shenjiamen,CN,2022-05-12 01:13:27,29.9576,122.298,63.97,95,100,6.62
406,Quelimane,MZ,2022-05-12 01:13:27,-17.8786,36.8883,66.78,86,0,0.63
407,Berdigestyakh,RU,2022-05-12 01:13:27,62.0989,126.6992,41.99,79,100,6.46
408,Saint George,US,2022-05-12 01:12:43,37.1041,-113.5841,65.62,11,0,33.38
409,Mujiayingzi,CN,2022-05-12 01:13:28,42.1167,118.7833,52.02,18,0,9.15
410,Zharkent,KZ,2022-05-12 01:13:28,44.1628,80.0,64.02,65,100,5.19
411,Knysna,ZA,2022-05-12 01:13:29,-34.0363,23.0471,55.17,84,0,3.22
412,Axim,GH,2022-05-12 01:14:29,4.8699,-2.2405,80.19,83,100,6.13
413,Bengkulu,ID,2022-05-12 01:14:30,-3.8004,102.2655,79.65,84,84,11.81
414,Asau,RO,2022-05-12 01:14:30,46.4333,26.4,54.95,79,85,6.06
415,Mecca,SA,2022-05-12 01:14:30,21.4267,39.8261,83.26,26,0,6.24
416,Tiznit,MA,2022-05-12 01:14:31,29.5833,-9.5,82.13,23,88,0.25
417,Batagay-Alyta,RU,2022-05-12 01:14:31,67.8006,130.4114,33.17,97,91,3.67
418,Acarau,BR,2022-05-12 01:14:32,-2.8856,-40.12,76.75,88,75,9.57
419,Codrington,AU,2022-05-12 01:14:32,-38.2667,141.9667,63.36,75,38,5.99
420,Sobolevo,RU,2022-05-12 01:14:33,54.4299,31.8996,51.21,90,100,7.67
421,Cockburn Town,TC,2022-05-12 01:14:33,21.4612,-71.1419,80.11,73,100,4.54
422,Ostersund,SE,2022-05-12 01:11:38,63.1792,14.6357,39.65,100,100,0.0
423,Trapani,IT,2022-05-12 01:14:33,37.8333,12.6667,62.28,66,0,4.7
424,Souillac,MU,2022-05-12 01:14:34,-20.5167,57.5167,73.78,88,75,3.44
425,Bouar,CF,2022-05-12 01:14:34,5.934,15.596,65.16,97,100,3.74
426,Pulandian,CN,2022-05-12 01:14:35,39.3953,121.9669,58.77,53,100,8.03
427,Johnson City,US,2022-05-12 01:10:09,36.3134,-82.3535,69.57,60,0,0.0
428,Jutai,BR,2022-05-12 01:11:19,-5.1833,-68.9,74.07,98,89,2.37
429,Hanzhong,CN,2022-05-12 01:14:35,33.0728,107.0303,66.7,69,0,2.86
430,Bloemfontein,ZA,2022-05-12 01:14:35,-29.1211,26.214,51.93,40,0,5.64
431,Omboue,GA,2022-05-12 01:14:36,-1.5746,9.2618,77.02,90,91,3.69
432,Bud,US,2022-05-12 01:12:47,39.447,-86.1758,82.42,75,1,7.2
433,Kentville,CA,2022-05-12 01:14:36,45.0835,-64.4988,53.51,94,28,3.51
434,Bambous Virieux,MU,2022-05-12 01:14:37,-20.3428,57.7575,74.21,88,75,3.44
435,Naze,JP,2022-05-12 01:14:37,28.3667,129.4833,72.52,85,100,9.66
436,Albufeira,PT,2022-05-12 01:14:38,37.0882,-8.2503,67.84,58,100,9.98
437,Awbari,LY,2022-05-12 01:14:38,26.5921,12.7805,62.6,63,0,11.32
438,Rangoon,MM,2022-05-12 01:10:03,16.8053,96.1561,78.76,94,100,4.61
439,Sabaudia,IT,2022-05-12 01:14:39,41.3003,13.0282,65.19,95,27,4.5
440,Antofagasta,CL,2022-05-12 01:14:39,-23.65,-70.4,61.02,82,39,3.11
441,Ellisras,ZA,2022-05-12 01:14:40,-23.6649,27.7443,59.58,56,7,4.09
442,Laguna,US,2022-05-12 01:14:40,38.421,-121.4238,73.76,28,0,10.36
443,Kloulklubed,PW,2022-05-12 01:14:41,7.0419,134.2556,77.5,88,100,10.33
444,Beira,MZ,2022-05-12 01:14:41,-19.8436,34.8389,68.09,94,0,2.3
445,Kurilsk,RU,2022-05-12 01:14:42,45.2333,147.8833,49.69,63,100,5.77
446,Fort-Shevchenko,KZ,2022-05-12 01:14:42,44.5086,50.263,56.07,69,37,11.48
447,Cabedelo,BR,2022-05-12 01:14:42,-6.9811,-34.8339,77.67,82,90,7.23
448,Dudinka,RU,2022-05-12 01:14:43,69.4058,86.1778,33.62,97,100,8.39
449,San Lazzaro Di Savena,IT,2022-05-12 01:14:46,44.4678,11.414,65.84,59,0,4.61
450,The Valley,AI,2022-05-12 01:14:47,18.217,-63.0578,81.1,81,100,20.92
451,Waddan,LY,2022-05-12 01:14:48,29.1614,16.139,61.5,66,3,6.02
452,Auerbach,DE,2022-05-12 01:14:48,50.5167,12.4,67.42,62,96,17.0
453,Carutapera,BR,2022-05-12 01:14:49,-1.195,-46.02,75.2,94,85,4.7
454,Seymchan,RU,2022-05-12 01:14:49,62.8833,152.4333,37.54,71,8,4.9
455,Henties Bay,NA,2022-05-12 01:14:50,-22.116,14.2845,60.15,75,0,6.73
456,Nuevo Progreso,MX,2022-05-12 01:14:50,23.1667,-97.95,80.89,68,32,5.01
457,Phalaborwa,ZA,2022-05-12 01:15:50,-23.943,31.1411,63.68,64,0,2.28
458,Umm Lajj,SA,2022-05-12 01:15:51,25.0213,37.2685,80.53,39,0,7.58
459,Palmer,US,2022-05-12 01:15:51,42.1584,-72.3287,69.4,56,20,5.75
460,Doka,SD,2022-05-12 01:15:52,13.5167,35.7667,86.68,18,11,10.0
461,Qingyuan,CN,2022-05-12 01:15:52,23.7,113.0333,75.18,99,100,3.38
462,Necochea,AR,2022-05-12 01:15:53,-38.5473,-58.7368,48.97,72,100,5.55
463,Gat,IL,2022-05-12 01:15:53,31.61,34.7642,63.39,100,0,3.94
464,Birao,CF,2022-05-12 01:15:54,10.2849,22.7882,83.48,50,100,8.19
465,Rosetta,EG,2022-05-12 01:15:55,31.4044,30.4164,64.24,75,0,6.67
466,Inhambane,MZ,2022-05-12 01:11:22,-23.865,35.3833,69.53,80,6,3.91
467,Xinqing,CN,2022-05-12 01:15:55,48.2333,129.5,52.41,29,11,9.71
468,Wukari,NG,2022-05-12 01:15:56,7.85,9.7833,77.25,81,100,5.28
469,Bilibino,RU,2022-05-12 01:15:56,68.0546,166.4372,30.61,93,100,11.18
470,Elizabeth City,US,2022-05-12 01:15:56,36.2946,-76.2511,59.02,94,100,24.16
471,Umba,RU,2022-05-12 01:15:57,66.6871,34.3429,41.09,96,100,12.55
472,Kingsland,US,2022-05-12 01:15:57,30.8,-81.6898,69.91,82,0,3.31
473,Luwuk,ID,2022-05-12 01:15:58,-0.9516,122.7875,83.26,82,99,1.92
474,Ustyuzhna,RU,2022-05-12 01:15:58,58.8394,36.4321,49.71,71,100,5.3
475,Sabinopolis,BR,2022-05-12 01:15:59,-18.6661,-43.0839,59.9,54,89,1.21
476,Kabinda,CD,2022-05-12 01:15:59,-6.1333,24.4833,68.07,71,68,2.8
477,Sao Gabriel Da Cachoeira,BR,2022-05-12 01:15:59,-0.1303,-67.0892,73.54,94,64,1.79
478,Biak,ID,2022-05-12 01:12:34,-0.9131,122.8766,81.07,80,99,2.28
479,Ust-Nera,RU,2022-05-12 01:16:00,64.5667,143.2,30.4,71,11,9.01
480,Novomykolayivka,UA,2022-05-12 01:16:00,47.9781,35.9102,45.43,60,75,8.72
481,San Carlos De Bariloche,AR,2022-05-12 01:16:01,-41.1456,-71.3082,44.49,95,100,3.85
482,Yeppoon,AU,2022-05-12 01:16:01,-23.1333,150.7333,78.58,86,100,9.53
483,Moramanga,MG,2022-05-12 01:16:02,-18.9333,48.2,59.77,96,75,2.3
484,Lavumisa,SZ,2022-05-12 01:16:03,-27.31,31.892,61.12,93,0,3.33
485,Ban Nahin,LA,2022-05-12 01:16:03,18.2418,104.2122,79.29,90,99,2.08
486,Chingirlau,KZ,2022-05-12 01:16:04,51.095,54.0814,47.77,70,100,16.67
487,Mangrol,IN,2022-05-12 01:16:04,21.1167,70.1167,82.02,79,46,14.43
488,San Quintin,MX,2022-05-12 01:16:05,30.4833,-115.95,61.57,57,100,25.77
489,Euclid,US,2022-05-12 01:16:05,41.5931,-81.5268,70.65,38,40,8.05
490,Houma,US,2022-05-12 01:16:06,29.5958,-90.7195,81.01,71,0,4.61
491,Belaya Gora,RU,2022-05-12 01:16:06,68.5333,146.4167,30.24,79,92,14.74
492,Bend,US,2022-05-12 01:13:22,44.0582,-121.3153,55.26,36,40,11.5
493,Santa Barbara,US,2022-05-12 01:16:07,34.7333,-120.0343,62.69,41,0,19.57
494,Phan Thiet,VN,2022-05-12 01:16:08,10.9333,108.1,83.91,75,35,1.83
495,Klyuchi,RU,2022-05-12 01:16:08,52.2667,79.1667,55.96,33,100,2.1
496,Kampot,KH,2022-05-12 01:16:08,10.6167,104.1833,87.85,73,91,5.73
497,Miedzyrzecz,PL,2022-05-12 01:16:09,52.4446,15.578,63.23,94,100,6.85
498,San Bernardino,US,2022-05-12 01:16:10,34.6667,-116.1675,65.26,10,0,21.41
499,Hojai,IN,2022-05-12 01:16:10,26.0,92.8667,77.86,86,73,2.93
500,Bolgatanga,GH,2022-05-12 01:16:11,10.7856,-0.8514,84.61,59,97,9.17
501,Chapais,CA,2022-05-12 01:16:11,49.7834,-74.8492,55.18,45,12,6.38
502,Desbiens,CA,2022-05-12 01:17:12,48.4178,-71.9495,61.45,83,99,6.31
503,Gupitan,PH,2022-05-12 01:17:13,7.7758,125.6406,80.4,82,100,4.76
504,Pringsewu,ID,2022-05-12 01:17:14,-5.3582,104.9744,78.4,89,100,1.99
505,Saint-Francois,FR,2022-05-12 01:17:14,46.4154,3.9054,59.68,82,0,3.44
506,Bosaso,SO,2022-05-12 01:17:15,11.2842,49.1816,82.53,58,100,2.24
507,Buraydah,SA,2022-05-12 01:17:15,26.326,43.975,75.65,16,0,9.48
508,Boli,CN,2022-05-12 01:17:16,45.7667,130.5167,57.13,25,39,9.98
509,Tortoli,IT,2022-05-12 01:17:17,39.9256,9.6572,62.42,77,0,9.22
510,Alta Floresta,BR,2022-05-12 01:17:17,-9.8756,-56.0861,71.98,81,67,1.79
511,Nuuk,GL,2022-05-12 01:17:18,64.1835,-51.7216,34.41,93,100,15.01
512,Iroquois Falls,CA,2022-05-12 01:17:19,48.7669,-80.6831,64.83,36,49,3.15
513,Rochelle,FR,2022-05-12 01:12:59,46.25,-1.0,60.89,82,100,10.36
514,Saint-Georges,GD,2022-05-12 01:17:20,12.0564,-61.7485,80.28,78,20,17.27
515,Tommot,RU,2022-05-12 01:17:20,58.9564,126.2925,37.13,66,100,8.52
516,Ulu-Telyak,RU,2022-05-12 01:17:21,54.9086,56.9669,38.57,74,18,5.35
517,Sangar,RU,2022-05-12 01:17:21,63.9242,127.4739,33.58,90,100,11.12
518,Tarauaca,BR,2022-05-12 01:17:22,-8.1614,-70.7656,73.4,97,75,1.66
519,Ancud,CL,2022-05-12 01:17:23,-41.8697,-73.8203,49.95,85,100,12.37
520,Fukue,JP,2022-05-12 01:17:24,32.6881,128.8419,68.36,100,75,6.91
521,Rawson,AR,2022-05-12 01:17:25,-43.3002,-65.1023,52.68,72,91,20.65
522,Vardo,NO,2022-05-12 01:17:26,70.3705,31.1107,37.38,93,100,2.3
523,Kostomuksha,RU,2022-05-12 01:17:26,64.571,30.5767,39.43,96,30,7.47
524,Mastic Beach,US,2022-05-12 01:17:27,40.7668,-72.8521,63.7,83,100,5.01
525,Nouadhibou,MR,2022-05-12 01:12:49,20.931,-17.0347,65.73,85,1,20.92
526,Udachnyy,RU,2022-05-12 01:17:28,66.4167,112.4,41.45,75,100,15.21
527,Pitimbu,BR,2022-05-12 01:17:28,-7.4706,-34.8086,77.59,81,91,8.72
528,Zyryanka,RU,2022-05-12 01:17:29,65.75,150.85,32.65,85,7,16.26
529,Atambua,ID,2022-05-12 01:17:29,-9.1061,124.8925,81.5,66,58,2.37
530,Diourbel,SN,2022-05-12 01:17:30,14.6628,-16.3925,73.15,65,4,7.85
531,Marakkanam,IN,2022-05-12 01:17:30,12.2,79.95,84.6,61,90,10.58
532,Castelo Do Piaui,BR,2022-05-12 01:17:31,-5.3222,-41.5525,77.65,70,99,2.53
533,Ketchikan,US,2022-05-12 01:13:14,55.3422,-131.6461,48.67,66,100,9.22
534,Yar-Sale,RU,2022-05-12 01:17:32,66.8333,70.8333,32.92,97,100,6.71
535,Isla Mujeres,MX,2022-05-12 01:17:32,21.2311,-86.731,78.85,65,9,13.69
536,Split,HR,2022-05-12 01:17:33,43.5089,16.4392,67.95,82,0,5.75
537,Staryy Nadym,RU,2022-05-12 01:17:34,65.6118,72.6842,36.77,99,99,5.55
538,Fairbanks,US,2022-05-12 01:17:04,64.8378,-147.7164,50.59,39,75,5.75
539,Karwar,IN,2022-05-12 01:17:34,14.8,74.1333,79.61,81,100,9.37
540,Dromolaxia,CY,2022-05-12 01:17:35,34.8761,33.586,64.98,77,0,6.91
541,Leh,IN,2022-05-12 01:17:35,34.1667,77.5833,46.36,58,1,4.79
542,Lima,PE,2022-05-12 01:16:34,-12.0432,-77.0282,66.9,76,20,6.91
543,Amazar,RU,2022-05-12 01:17:36,53.858,120.875,35.82,70,100,6.53
544,Mayaky,UA,2022-05-12 01:17:36,47.4408,29.5599,51.21,63,100,5.17
545,Gazimurskiy Zavod,RU,2022-05-12 01:17:37,51.5461,118.3266,34.57,56,100,8.05
546,Airai,TL,2022-05-12 01:17:37,-8.9266,125.4092,72.07,62,70,1.81
547,Muravlenko,RU,2022-05-12 01:18:38,63.7898,74.523,48.87,66,100,8.21
548,Dawei,MM,2022-05-12 01:18:38,14.0833,98.2,81.12,81,100,2.44
549,Khani,GE,2022-05-12 01:18:39,41.9563,42.9566,40.57,92,18,3.87
550,Benghazi,LY,2022-05-12 01:18:39,32.1167,20.0667,65.86,67,99,14.72
551,Vila Velha,BR,2022-05-12 01:15:51,-20.3297,-40.2925,75.15,78,0,9.22
552,Linjiang,CN,2022-05-12 01:18:40,41.8069,126.9078,58.78,44,100,2.82
553,Hede,CN,2022-05-12 01:18:41,33.7681,120.2517,67.03,59,37,9.24
554,Tshane,BW,2022-05-12 01:18:41,-24.0196,21.8684,60.21,29,7,7.78
555,Flinders,AU,2022-05-12 01:18:42,-34.5833,150.8552,66.18,92,100,5.99
556,Pinheiro Machado,BR,2022-05-12 01:18:43,-31.5783,-53.3811,51.06,96,12,4.29
557,Polgardi,HU,2022-05-12 01:18:43,47.061,18.302,63.39,73,54,6.62
558,Sioux Lookout,CA,2022-05-12 01:18:45,50.1001,-91.917,60.87,33,75,6.91
559,Yarada,IN,2022-05-12 01:18:46,17.65,83.2667,80.92,100,75,2.3
560,Vorozhba,UA,2022-05-12 01:18:46,51.1733,34.2192,46.22,87,88,7.63
561,Tabou,CI,2022-05-12 01:18:47,4.423,-7.3528,79.36,85,29,5.08
562,Talaya,RU,2022-05-12 01:18:47,61.3833,152.75,35.6,76,27,2.42
563,Epe,NG,2022-05-12 01:18:48,6.5841,3.9834,78.84,90,95,4.45
564,Santa Maria,BR,2022-05-12 01:16:17,-29.6842,-53.8069,53.22,93,0,1.03
565,Prince Albert,CA,2022-05-12 01:18:49,53.2001,-105.7677,64.35,25,20,5.75
566,Lasa,IT,2022-05-12 01:18:49,46.6166,10.7002,53.37,88,68,2.59
